10343.0, 23765.0, 2485.0, 57343.0, 17235.0, 
10391.0, 22641.0, 2406.0, 54766.0, 17047.0, 
10266.0, 22656.0, 2375.0, 54062.0, 18000.0, 
10593.0, 23547.0, 2469.0, 51359.0, 17094.0, 
10250.0, 22890.0, 2438.0, 55297.0, 18125.0, 
10218.0, 22750.0, 1688.0, 55031.0, 16203.0, 
10250.0, 22484.0, 1703.0, 57563.0, 17047.0, 
12063.0, 22984.0, 3282.0, 56078.0, 17953.0, 
10281.0, 22844.0, 1718.0, 54907.0, 16937.0, 
10204.0, 22734.0, 2469.0, 55875.0, 17562.0, 
10329.0, 23344.0, 2390.0, 54985.0, 18203.0, 
11875.0, 22297.0, 3265.0, 53203.0, 18657.0, 
10157.0, 22156.0, 2485.0, 53937.0, 16406.0, 
10172.0, 22515.0, 1750.0, 52485.0, 18234.0, 
10109.0, 23187.0, 1735.0, 53859.0, 17359.0, 
11625.0, 22937.0, 2516.0, 55172.0, 18063.0, 
10172.0, 22687.0, 2484.0, 54063.0, 16296.0, 
10156.0, 21688.0, 1750.0, 54578.0, 17516.0, 
11594.0, 22860.0, 3218.0, 54797.0, 17766.0, 
10188.0, 22828.0, 2484.0, 54391.0, 18016.0, 
10172.0, 22421.0, 2500.0, 55657.0, 16891.0, 
10171.0, 22625.0, 1750.0, 54797.0, 18500.0, 
11938.0, 22032.0, 3265.0, 54750.0, 17344.0, 
10140.0, 22562.0, 2500.0, 55235.0, 17437.0, 
10157.0, 22609.0, 1750.0, 54719.0, 17359.0, 
11609.0, 22406.0, 3219.0, 54172.0, 17078.0, 
10172.0, 21938.0, 2484.0, 54828.0, 17188.0, 
10125.0, 22110.0, 1750.0, 55515.0, 17157.0, 
10125.0, 22593.0, 1750.0, 53594.0, 17812.0, 
11906.0, 22765.0, 3281.0, 53719.0, 16953.0, 
10156.0, 22813.0, 1750.0, 55328.0, 17140.0, 
10125.0, 22781.0, 1734.0, 55656.0, 17063.0, 
11891.0, 22406.0, 3282.0, 54062.0, 16500.0, 
10140.0, 22391.0, 1765.0, 56094.0, 17078.0, 
10141.0, 22703.0, 1750.0, 54812.0, 16672.0, 
11953.0, 22484.0, 3297.0, 53922.0, 17812.0, 
10172.0, 21984.0, 1766.0, 52375.0, 16875.0, 
10140.0, 22281.0, 1750.0, 54344.0, 17687.0, 
11969.0, 22063.0, 3281.0, 55141.0, 17781.0, 
10172.0, 22219.0, 1766.0, 55828.0, 17547.0, 
10141.0, 22281.0, 1734.0, 54328.0, 17704.0, 
